TC ID,Testcase title,Expected result,Actual result,Status (Passed/Failed),Run type (Manual / Automatic),Tested by,Date started,Pre-conditions,Test step details,Test data,Note
TC_SIZE_04,Create Variants - Map rỗng,"Trả về List rỗng, không làm gì",Return List rỗng,Passed,Automatic,Antigravity Bot,2026-07-30,sizeQuantities rỗng,"1. Tạo tham số Map rỗng.
2. Gọi createVariants().
3. Xác minh hàm trả về danh sách trống và không tương tác với Repository.",map={},
TC_SIZE_05,Create Variants - Không tìm thấy Size trong DB,"Bỏ qua Size đó, tạo các Size hợp lệ còn lại","Skip Size S, tạo Size M",Passed,Automatic,Antigravity Bot,2026-07-30,"Size S sai, Size M đúng","1. Mock DB để size S không tồn tại, size M tồn tại.
2. Truyền Map gồm size S và M.
3. Gọi createVariants().
4. Xác minh chỉ có variant của size M được tạo.","map={""S"":10,""M"":20}",
TC_SIZE_06,Create Variants - Số lượng (qty) bị null,Mặc định gán số lượng = 0,Tạo Variant với qty = 0,Passed,Automatic,Antigravity Bot,2026-07-30,qty = null,"1. Mock DB size tồn tại.
2. Truyền Map với giá trị số lượng bị null.
3. Gọi createVariants().
4. Xác minh variant được tạo với số lượng mặc định bằng 0.","map={""L"":null}",
TC_SIZE_07,Create Variants - Thành công toàn bộ,"Lưu ProductVariant với SKU chuẩn, trả về List","Sinh SKU chuẩn, lưu thành công",Passed,Automatic,Antigravity Bot,2026-07-30,Data chuẩn,"1. Truyền Product hợp lệ và Map chuẩn.
2. Gọi createVariants().
3. Xác minh danh sách variant trả ra được gán SKU chuẩn format (productId-sizeName).","map={""XXL"":50}",
TC_SIZE_08,Update Variants - Không tìm thấy Product,"Xóa variant cũ, Ném RuntimeException","Xóa cũ, ném lỗi",Passed,Automatic,Antigravity Bot,2026-07-30,ProductId sai,"1. Mock DB để Product ID không tồn tại.
2. Gọi updateVariants().
3. Xác minh Repository đã xóa các variant cũ.
4. Xác minh ném RuntimeException khi lấy Product.",id=99,
TC_SIZE_09,Update Variants - Thành công,"Xóa variant cũ, tạo variant mới",Cập nhật thành công 100%,Passed,Automatic,Antigravity Bot,2026-07-30,ProductId đúng,"1. Mock DB trả về Product hợp lệ.
2. Gọi updateVariants().
3. Xác minh hàm đã deleteByProductId.
4. Xác minh hàm lưu các variant mới thành công.",id=100,
TC_INV_01,Deduct Stock - Bỏ qua khi quantity <= 0,"Return sớm, không gọi DB",Bỏ qua chính xác,Passed,Automatic,Antigravity Bot,2026-07-30,quantity = 0 hoặc -5,"1. Truyền quantity = 0 và -5 vào deductStock.
2. Xác minh DB không bao giờ được gọi tìm kiếm hay lưu.",qty=0,
TC_INV_02,Deduct Stock - Không tìm thấy variant,Throw RuntimeException,Ném Exception,Passed,Automatic,Antigravity Bot,2026-07-30,Variant không tồn tại,"1. Mock findByProductIdAndSizeId trả về empty.
2. Gọi deductStock().
3. Bắt lỗi RuntimeException và xác minh thông điệp ""Khong tim thay variant"".","id=1, size=2",
TC_INV_03,Deduct Stock - Tồn kho không đủ,Throw RuntimeException báo lỗi,Báo lỗi không đủ tồn kho,Passed,Automatic,Antigravity Bot,2026-07-30,"Hiện có 3, trừ 5","1. Mock variant DB có quantity = 3.
2. Truyền yêu cầu trừ 5.
3. Xác minh ném RuntimeException ""Khong du ton kho"".",qty=5,
TC_INV_04,Deduct Stock - Tồn kho DB bị null,"Mặc định bằng 0, throw RuntimeException",Báo lỗi không đủ tồn kho (còn 0),Passed,Automatic,Antigravity Bot,2026-07-30,quantity = null,"1. Mock variant DB có trường quantity bị null.
2. Truyền yêu cầu trừ 1.
3. Xác minh hệ thống tự gán quantity=0 và ném lỗi không đủ hàng.",qty=1,
TC_INV_05,Deduct Stock - Thành công,Trừ số lượng và save DB,"Trừ đi 4, còn 6, save thành công",Passed,Automatic,Antigravity Bot,2026-07-30,"Hiện có 10, trừ 4","1. Mock variant DB có quantity = 10.
2. Gọi deductStock(4).
3. Xác minh repository đã save variant với số lượng mới là 6.",qty=4,
TC_INV_06,Restore Stock - Bỏ qua khi quantity <= 0,"Return sớm, không gọi DB",Return sớm,Passed,Automatic,Antigravity Bot,2026-07-30,quantity = 0 hoặc -3,"1. Truyền quantity = 0 và -3.
2. Xác minh DB không bao giờ được truy vấn hay lưu.",qty=0,
TC_INV_07,Restore Stock - Không tìm thấy variant,"Ghi log cảnh báo, return không báo lỗi cứng","Log warn, không crash",Passed,Automatic,Antigravity Bot,2026-07-30,Variant không tồn tại,"1. Mock findByProductIdAndSizeId trả về rỗng.
2. Gọi restoreStock().
3. Xác minh hàm chạy hoàn thành không văng Exception (assertDoesNotThrow).",id=1,
TC_INV_08,Restore Stock - Tồn kho DB bị null,"Mặc định bằng 0, cộng thêm",Cộng lên thành 5,Passed,Automatic,Antigravity Bot,2026-07-30,quantity = null,"1. Mock variant có quantity bị null.
2. Gọi restoreStock cộng 5.
3. Xác minh variant được set bằng 5 và lưu vào DB.",qty=5,
TC_INV_09,Restore Stock - Thành công,Cộng số lượng và save DB,"Cộng thêm 7, thành 17, save",Passed,Automatic,Antigravity Bot,2026-07-30,"Hiện có 10, cộng 7","1. Mock variant có quantity = 10.
2. Gọi restoreStock cộng 7.
3. Xác minh variant được set bằng 17 và lưu thành công.",qty=7,
