TC ID,Testcase title,Expected result,Actual result,Status (Passed/Failed),Run type (Manual / Automatic),Tested by,Date started,Pre-conditions,Test step details,Test data,Note
TC_PT_11,reversePoints - Không tìm thấy User,Ném Exception,Ném RuntimeException,Passed,Automatic,Antigravity Bot,2026-07-30,Có Tx EARN nhưng không có user points,"1. Gọi reversePoints.
2. Xác minh Exception.",,
TC_PT_12,refundSpentPoints - Input không hợp lệ,Không làm gì,Return early,Passed,Automatic,Antigravity Bot,2026-07-30,points = 0 hoặc userId null,"1. Gọi refundSpentPoints.
2. Xác minh không lưu.",points=0,
TC_PT_13,refundSpentPoints - Thành công,"Cộng điểm, trừ TotalSpent",Thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Input hợp lệ,"1. Gọi refundSpentPoints.
2. Xác minh điểm cộng, lưu REFUND Tx.",points=50,
TC_PT_14,adjustPoints - Thiếu note,Ném Exception,Ném IllegalArgumentException,Passed,Automatic,Antigravity Bot,2026-07-30,note = rỗng,"1. Gọi adjustPoints.
2. Xác minh Exception.","note=""""",
TC_PT_15,adjustPoints - Số dương,"Cộng điểm, lưu Tx",Thành công,Passed,Automatic,Antigravity Bot,2026-07-30,delta > 0,"1. Gọi adjustPoints(50).
2. Xác minh điểm cộng.",50,
TC_PT_16,adjustPoints - Số âm,"Trừ điểm, lưu Tx",Thành công,Passed,Automatic,Antigravity Bot,2026-07-30,delta < 0,"1. Gọi adjustPoints(-100).
2. Xác minh điểm trừ.",-100,
TC_PT_17,adjustPoints - Số âm quá lớn,Trừ về 0,"Thành công, không âm",Passed,Automatic,Antigravity Bot,2026-07-30,delta âm > current points,"1. Gọi adjustPoints(-1000).
2. Xác minh điểm về 0.",-1000,
TC_PT_18,expireOldPoints - Không tìm thấy user,Bỏ qua,Thành công,Passed,Automatic,Antigravity Bot,2026-07-30,User không tồn tại,"1. Gọi expireOldPoints.
2. Xác minh bỏ qua.",,
TC_PT_19,expireOldPoints - Thành công,"Trừ điểm, lưu EXPIRE",Thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Có điểm hết hạn,"1. Gọi expireOldPoints.
2. Xác minh điểm trừ, lưu Tx.",,
TC_PT_20,expireOldPoints - Không còn điểm,Không lưu Tx,Thành công,Passed,Automatic,Antigravity Bot,2026-07-30,current points = 0,"1. Gọi expireOldPoints.
2. Xác minh không lưu EXPIRE Tx.",,
TC_PT_21,getOrCreateUserPoints - Chưa có,Tạo mới,Tạo ví mới 0 điểm,Passed,Automatic,Antigravity Bot,2026-07-30,Ví rỗng,"1. Gọi getOrCreateUserPoints.
2. Xác minh tạo mới.",,
TC_PT_22,getOrCreateUserPoints - Đã có,Trả về ví cũ,Trả về ví cũ,Passed,Automatic,Antigravity Bot,2026-07-30,Có sẵn ví,"1. Gọi getOrCreateUserPoints.
2. Xác minh không tạo mới.",,
TC_PT_23,getCurrentPoints - Có/Không ví,Trả về điểm hoặc 0,Thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Cả 2 trường hợp,"1. Gọi getCurrentPoints.
2. Xác minh đúng kết quả.",,
TC_PT_24,getHistory - Thành công,Gọi repo,Thành công,Passed,Automatic,Antigravity Bot,2026-07-30,,"1. Gọi getHistory.
2. Xác minh repo.",,
TC_PT_01,getTierForUser - User không tồn tại,"Trả về hạng mặc định ""THUONG""","Trả về ""THUONG""",Passed,Automatic,Antigravity Bot,2026-07-30,userId không hợp lệ,"1. Mock UserRepository trả về rỗng.
2. Gọi getTierForUser(1L).
3. Xác minh kết quả trả về là ""THUONG"".",id=1L,
TC_PT_02,getTierForUser - Không đủ điều kiện (Spent & Points thấp),"Trả về hạng mặc định ""THUONG""","Trả về ""THUONG""",Passed,Automatic,Antigravity Bot,2026-07-30,"Spent = null, Points = null","1. Mock OrderRepo trả null cho sumSpent.
2. Mock PointTxRepo trả null cho sumPoints.
3. Mock DB trả danh sách có hạng VIP.
4. Gọi getTierForUser(1L).
5. Xác minh trả về THUONG do không thỏa điều kiện VIP.",id=1L,
TC_PT_03,getTierForUser - Match bằng tổng chi tiêu (Spent),Trả về mã hạng tương ứng (VIP),"Trả về ""VIP""",Passed,Automatic,Antigravity Bot,2026-07-30,"Spent vượt min, Points thiếu","1. Mock OrderRepo sumSpent = 6M (vượt ngưỡng 5M của VIP).
2. Mock PointTxRepo sumPoints = 10 (chưa đủ 50).
3. Gọi getTierForUser(1L).
4. Xác minh trả về VIP do match điều kiện Spent.",spent=6M,
TC_PT_04,getTierForUser - Match bằng tổng điểm (Points),Trả về mã hạng tương ứng (VIP),"Trả về ""VIP""",Passed,Automatic,Antigravity Bot,2026-07-30,"Spent thiếu, Points vượt min","1. Mock OrderRepo sumSpent = 1M (không đủ 5M).
2. Mock PointTxRepo sumPoints = 60 (vượt ngưỡng 50).
3. Gọi getTierForUser(1L).
4. Xác minh trả về VIP do match điều kiện Points.",points=60,
TC_PT_05,getLoyaltyProgress - User không tồn tại,Trả về null,Trả về null,Passed,Automatic,Antigravity Bot,2026-07-30,userId sai,"1. Mock UserRepository trả về rỗng.
2. Gọi getLoyaltyProgress(1L).
3. Xác minh kết quả trả về là null.",id=1L,
TC_PT_06,getLoyaltyProgress - Đang ở hạng cao nhất (không có Next Tier),"Trả về DTO, nextTierCode = null",DTO không chứa Next Tier,Passed,Automatic,Antigravity Bot,2026-07-30,"User đang ở VIP, không có hạng VVIP","1. Mock User thuộc hạng VIP.
2. Mock DB trả về list hạng (chỉ có VIP).
3. Gọi getLoyaltyProgress(1L).
4. Xác minh DTO trả về currentTierCode=VIP, nextTierCode=null.",tier=VIP,
TC_PT_07,"getLoyaltyProgress - Có Next Tier, tính toán còn thiếu bao nhiêu",Tính chính xác Spent Remaining và Points Remaining,Tính toán đúng 4M và 40đ,Passed,Automatic,Antigravity Bot,2026-07-30,"User đang THUONG, tiêu 1M, kiếm 10đ","1. Mock User thuộc THUONG.
2. Mock sumSpent=1M, sumPoints=10.
3. Mock DB có hạng VIP yêu cầu 5M hoặc 50đ.
4. Xác minh DTO tính spentRemainingToNextTier = 4M, pointsRemainingToNextTier = 40.","spent=1M, pts=10",
TC_PT_08,getLoyaltyProgress - Đã vượt mức min Spent nhưng chưa update hạng,Spent Remaining = 0,Spent Remaining = 0,Passed,Automatic,Antigravity Bot,2026-07-30,"Spent = 6M, yêu cầu 5M","1. Mock sumSpent = 6M.
2. Mock hạng VIP yêu cầu 5M.
3. Xác minh spentRemainingToNextTier = 0 (không bị âm).",spent=6M,
TC_PT_09,upgradeTierIfEligible - User không tồn tại,Return false,Return false,Passed,Automatic,Antigravity Bot,2026-07-30,userId sai,"1. Mock findById rỗng.
2. Gọi upgradeTierIfEligible(1L).
3. Xác minh trả về false.",id=1L,
TC_PT_10,upgradeTierIfEligible - Không có sự nâng hạng (newPriority <= currentPriority),Return false,Return false,Passed,Automatic,Antigravity Bot,2026-07-30,Tier mới không cao hơn,"1. Mock user đang ở VIP.
2. Mock getTierForUser trả về kết quả là THUONG.
3. Gọi upgradeTierIfEligible.
4. Xác minh trả về false.",tier=VIP,
TC_PT_11,"upgradeTierIfEligible - Thăng hạng, nhưng hạng mới không có phần thưởng","Cập nhật User, ghi Lịch sử, không gọi VoucherService","Update thành công, không gọi phát Voucher",Passed,Automatic,Antigravity Bot,2026-07-30,"Lên hạng VIP, rewardVoucherId = null","1. Mock User đang THUONG, đủ đk lên VIP.
2. Mock hạng VIP có rewardVoucherId = null.
3. Gọi upgradeTierIfEligible.
4. Xác minh user được lưu (setTierPromotedAt != null).
5. Xác minh TierHistory được lưu.
6. Xác minh VoucherService KHÔNG được gọi.",tier=THUONG->VIP,
TC_PT_12,upgradeTierIfEligible - Thăng hạng và có thưởng Voucher,"Cập nhật, ghi lịch sử, gọi VoucherService",Phát hành Voucher thành công,Passed,Automatic,Antigravity Bot,2026-07-30,"Lên hạng VIP, rewardVoucherId = 99","1. Mock hạng VIP có rewardVoucherId = 99.
2. Gọi upgradeTierIfEligible.
3. Xác minh VoucherService.issueVoucherToUser(99L, 1L) được gọi chính xác.",reward=99,
TC_PT_13,upgradeTierIfEligible - Lỗi khi phát Voucher,"Bắt lỗi, in Warn Log, không làm Rollback thăng hạng","Bắt lỗi thành công, return true",Passed,Automatic,Antigravity Bot,2026-07-30,VoucherService ném Exception,"1. Mock VoucherService ném RuntimeException.
2. Gọi upgradeTierIfEligible.
3. Xác minh hàm bắt lỗi thành công, không văng Exception và vẫn thăng hạng bình thường (return true).",mock error,
TC_PT_14,setFirstOrderTier - User không tồn tại,"Return, không gọi Save",Không gọi Save,Passed,Automatic,Antigravity Bot,2026-07-30,userId sai,"1. Mock findById rỗng.
2. Gọi setFirstOrderTier(1L).
3. Xác minh userRepository.save không được gọi.",id=1L,
TC_PT_15,setFirstOrderTier - User đã có hạng,"Return, không gọi Save",Không gọi Save,Passed,Automatic,Antigravity Bot,2026-07-30,User đang ở THUONG hoặc VIP,"1. Mock user đã có tierCode=""VIP"".
2. Gọi setFirstOrderTier.
3. Xác minh userRepository.save không được gọi.",tier=VIP,
TC_PT_16,setFirstOrderTier - User chưa có hạng,"Gán hạng THUONG, lưu Lịch sử",Gán thành công,Passed,Automatic,Antigravity Bot,2026-07-30,User.tierCode = null,"1. Mock user có tierCode = null.
2. Gọi setFirstOrderTier.
3. Xác minh gán THUONG, save User và save TierHistory.",tier=null,
TC_PT_17,updateTierManually - Người dùng / Hạng mới / Hạng cũ không hợp lệ,Throw RuntimeException,Ném các RuntimeException tương ứng,Passed,Automatic,Antigravity Bot,2026-07-30,Các case validation,"1. Test lỗi ""Không tìm thấy người dùng"".
2. Test lỗi ""Mã hạng không hợp lệ"".
3. Test lỗi ""Người dùng đã ở hạng này rồi"".
4. Xác minh thông báo lỗi chuẩn xác từng case.",validations,
TC_PT_18,updateTierManually - Hạ hạng (Demotion),"Không phát Voucher thưởng, lưu DB thành công",Hạ hạng thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Từ VIP xuống THUONG,"1. Mock user đang ở VIP (minSpent=5M).
2. Update thủ công xuống THUONG (minSpent=0).
3. Xác minh tierCode được đổi, History được lưu, VoucherService KHÔNG được gọi.",VIP->THUONG,
TC_PT_19,updateTierManually - Thăng hạng (Promotion) có thưởng,"Phát Voucher thưởng, lưu DB thành công",Thăng hạng thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Từ THUONG lên VIP,"1. Mock user từ THUONG lên VIP.
2. Gọi updateTierManually.
3. Xác minh tierCode thay đổi, VoucherService được gọi để thưởng.",THUONG->VIP,
TC_TRE_01,reevaluateUser - User không tồn tại,Trả về false,Trả về false,Passed,Automatic,Antigravity Bot,2026-07-30,userId sai,"1. Mock UserRepository trả về rỗng.
2. Gọi reevaluateUser.
3. Xác minh trả về false, không tương tác DB log.",id=1L,
TC_TRE_02,reevaluateUser - User không phải VIP,Trả về false,Trả về false,Passed,Automatic,Antigravity Bot,2026-07-30,User đang ở THUONG,"1. Mock UserRepository trả về User có hạng THUONG.
2. Gọi reevaluateUser.
3. Xác minh bỏ qua nhanh và trả về false.",tier=THUONG,
TC_TRE_03,reevaluateUser - Giữ VIP do đủ chi tiêu,"Return false, tạo Log","Tạo Log, không lưu thay đổi Tier",Passed,Automatic,Antigravity Bot,2026-07-30,Chi tiêu 365 ngày >= 5M,"1. Mock OrderRepo sumSpent = 5M.
2. Gọi reevaluateUser.
3. Xác minh TierEvaluationLog được lưu.
4. Xác minh UserRepository không gọi save (tier giữ nguyên VIP).
5. Trả về false.",spent=5M,
TC_TRE_04,reevaluateUser - Giữ VIP do đủ điểm,"Return false, tạo Log","Tạo Log, không lưu thay đổi Tier",Passed,Automatic,Antigravity Bot,2026-07-30,Điểm 365 ngày >= 50,"1. Mock PointTxRepo sumPoints = 50.
2. Gọi reevaluateUser.
3. Xác minh TierEvaluationLog được lưu, không update tier.",points=50,
TC_TRE_05,reevaluateUser - Bị hạ hạng do không đủ cả hai,"Cập nhật User về THUONG, tạo Log, gửi Email","Đổi tier, gửi Mail, trả về true",Passed,Automatic,Antigravity Bot,2026-07-30,"Chi tiêu 4M, Điểm 40","1. Mock sumSpent=4M, sumPoints=40.
2. Gọi reevaluateUser.
3. Xác minh log được lưu với newTierCode=THUONG.
4. Xác minh UserRepository cập nhật User về THUONG.
5. Xác minh EmailService.sendVipDowngraded được gọi.","spent=4M, pts=40",
TC_TRE_06,reevaluateUser - Lỗi khi gửi Email,"Bắt exception, In Warn log, vẫn hạ hạng","Bắt lỗi thành công, return true",Passed,Automatic,Antigravity Bot,2026-07-30,EmailService ném RuntimeException,"1. Mock EmailService.sendVipDowngraded ném lỗi.
2. Gọi reevaluateUser với điều kiện hạ hạng.
3. Xác minh User vẫn bị lưu về THUONG, không bị văng Exception (crash).",mock mail error,
TC_TRE_07,reevaluateAllActiveVip - Chạy quét hàng loạt,Lặp qua list User và trả về số lượng bị đổi hạng,Trả về đúng số lượng User bị hạ hạng,Passed,Automatic,Antigravity Bot,2026-07-30,"List gồm 1 User giữ hạng, 1 User bị hạ","1. Mock findByTierCodeAndTierPromotedAtBefore trả về 2 User.
2. Mock User 1 đủ điều kiện giữ VIP, User 2 không đủ.
3. Gọi reevaluateAllActiveVip.
4. Xác minh hàm trả về count = 1.
5. Xác minh chỉ có User 2 bị lưu thay đổi (gọi UserRepository.save).",2 users,
TC_MAIL_01,sendEmail - Gửi thành công,Gọi mailSender.send(MimeMessage),Gửi thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Mock MimeMessage,"1. Mock mailSender trả về MimeMessage.
2. Gọi sendEmail(""test@example.com"").
3. Xác minh mailSender.send được gọi với MimeMessage.",email=test@example.com,
TC_MAIL_02,sendEmail - Lỗi MessagingException,"Bắt lỗi, in stack trace, không crash",Bắt lỗi thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Helper ném lỗi MessagingException,"1. Mock setSubject ném ra MessagingException.
2. Gọi sendEmail.
3. Xác minh bắt lỗi và chạy tiếp (không crash).",error mock,
TC_MAIL_03,sendNewPassword - Gửi thành công,Gọi mailSender.send(SimpleMailMessage),Gửi SimpleMail thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Mật khẩu mới = newPass123,"1. Gọi sendNewPassword.
2. Bắt ArgumentCaptor của SimpleMailMessage.
3. Xác minh data hợp lệ.",pass=newPass123,
TC_MAIL_04,sendNewPassword - Lỗi MailSendException,Ném MailSendException,Ném ngoại lệ đúng đắn,Passed,Automatic,Antigravity Bot,2026-07-30,mailSender ném lỗi,"1. Mock mailSender.send ném MailSendException.
2. Gọi sendNewPassword.
3. Xác minh ngoại lệ được ném ra không bị nuốt.",mock error,
TC_MAIL_05,sendPasswordResetLink - Gửi thành công,Gọi mailSender.send(MimeMessage),Gửi thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Có link reset,"1. Gọi sendPasswordResetLink.
2. Xác minh gọi hàm send.",link=reset,
TC_MAIL_06,sendPasswordResetLink - Exception catch,"Bắt lỗi, không crash",Bắt lỗi thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Lỗi lúc tạo Mime,"1. Mock Mime ném lỗi.
2. Gọi hàm.
3. Xác minh không crash.",mock error,
TC_MAIL_07,sendPasswordChangedConfirmation - Gửi thành công,Gọi mailSender.send(MimeMessage),Gửi thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Gửi email confirm,"1. Gọi sendPasswordChangedConfirmation.
2. Xác minh gọi hàm send.",,
TC_MAIL_08,sendPasswordChangedConfirmation - Exception catch,"Bắt lỗi, không crash",Bắt lỗi thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Lỗi lúc tạo Mime,"1. Mock Mime ném lỗi.
2. Gọi hàm.
3. Xác minh không crash.",mock error,
TC_MAIL_09,sendVipWelcome - Gửi thành công,Gọi mailSender.send(MimeMessage),Gửi thành công,Passed,Automatic,Antigravity Bot,2026-07-30,User lên VIP,"1. Gọi sendVipWelcome.
2. Xác minh gọi hàm send.",,
TC_MAIL_10,sendVipWelcome - Exception catch,"Bắt lỗi, không crash",Bắt lỗi thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Lỗi lúc tạo Mime,"1. Mock Mime ném lỗi.
2. Gọi hàm.
3. Xác minh không crash.",mock error,
TC_MAIL_11,sendVipDowngraded - Gửi thành công,Gọi mailSender.send(MimeMessage),Gửi thành công,Passed,Automatic,Antigravity Bot,2026-07-30,User xuống THUONG,"1. Gọi sendVipDowngraded.
2. Xác minh gọi hàm send.",,
TC_MAIL_12,sendVipDowngraded - Exception catch,"Bắt lỗi, không crash",Bắt lỗi thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Lỗi lúc tạo Mime,"1. Mock Mime ném lỗi.
2. Gọi hàm.
3. Xác minh không crash.",mock error,
TC_MAIL_13,sendVipExpiryWarning - Gửi thành công,Gọi mailSender.send(MimeMessage),Gửi thành công,Passed,Automatic,Antigravity Bot,2026-07-30,VIP sắp hết hạn,"1. Gọi sendVipExpiryWarning.
2. Xác minh gọi hàm send.",,
TC_MAIL_14,sendVipExpiryWarning - Exception catch,"Bắt lỗi, không crash",Bắt lỗi thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Lỗi lúc tạo Mime,"1. Mock Mime ném lỗi.
2. Gọi hàm.
3. Xác minh không crash.",mock error,
TC_MAIL_15,sendPointsEarned - Gửi thành công,Gọi mailSender.send(MimeMessage),Gửi thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Earn points,"1. Gọi sendPointsEarned.
2. Xác minh gọi hàm send.",,
TC_MAIL_16,sendPointsEarned - Exception catch,"Bắt lỗi, không crash",Bắt lỗi thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Lỗi lúc tạo Mime,"1. Mock Mime ném lỗi.
2. Gọi hàm.
3. Xác minh không crash.",mock error,
TC_MAIL_17,sendVoucherRedeemed - Gửi thành công,Gọi mailSender.send(MimeMessage),Gửi thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Redeem voucher,"1. Gọi sendVoucherRedeemed.
2. Xác minh gọi hàm send.",,
TC_MAIL_18,sendVoucherRedeemed - Exception catch,"Bắt lỗi, không crash",Bắt lỗi thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Lỗi lúc tạo Mime,"1. Mock Mime ném lỗi.
2. Gọi hàm.
3. Xác minh không crash.",mock error,
TC_MAIL_19,sendVoucherExpiring - Gửi thành công,Gọi mailSender.send(MimeMessage),Gửi thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Voucher sắp hết hạn,"1. Gọi sendVoucherExpiring.
2. Xác minh gọi hàm send.",,
TC_MAIL_20,sendVoucherExpiring - Exception catch,"Bắt lỗi, không crash",Bắt lỗi thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Lỗi lúc tạo Mime,"1. Mock Mime ném lỗi.
2. Gọi hàm.
3. Xác minh không crash.",mock error,
TC_CB_01,getAllProducts - Không có variant,StockStatus = Không rõ,"Trả về ""Không rõ""",Passed,Automatic,Antigravity Bot,2026-07-30,List variant rỗng,"1. Mock ProductRepository trả về 1 Product.
2. Mock ProductVariantRepo trả về list rỗng.
3. Gọi getAllProductsForChatbot.
4. Xác minh phần tử đầu tiên có stockStatus=""Không rõ"".",,
TC_CB_02,getAllProducts - Tổng tồn kho = 0,StockStatus = Hết hàng,"Trả về ""Hết hàng""",Passed,Automatic,Antigravity Bot,2026-07-30,Tổng quantity = 0,"1. Mock ProductVariantRepo trả về 2 variant có quantity=0.
2. Gọi getAllProductsForChatbot.
3. Xác minh stockStatus=""Hết hàng"".",qty=0,
TC_CB_03,getAllProducts - Tổng tồn kho <= 5,StockStatus = Sắp hết,"Trả về ""Sắp hết""",Passed,Automatic,Antigravity Bot,2026-07-30,Tổng quantity = 5,"1. Mock Product có sẵn list variant (qty=3 và qty=2).
2. Gọi getAllProductsForChatbot.
3. Xác minh stockStatus=""Sắp hết"" và repo variant không bị gọi thừa.",qty=5,
TC_CB_04,getAllProducts - Tổng tồn kho > 5,"StockStatus = Còn hàng, Map đủ trường","Trả về ""Còn hàng"", đủ DTO",Passed,Automatic,Antigravity Bot,2026-07-30,"Tổng quantity = 6, đủ info","1. Mock Product có Category, Sport, Brand, Price.
2. Gọi getAllProductsForChatbot.
3. Xác minh stockStatus=""Còn hàng"" và các trường Category, Sport, Brand, Price map đúng.",qty=6,
TC_CB_05,getAllProducts - Các trường Null,Map sang null an toàn,Map thành công không crash,Passed,Automatic,Antigravity Bot,2026-07-30,"Product thiếu Category, Brand...","1. Mock Product có null field.
2. Gọi getAllProducts.
3. Xác minh DTO trả ra null an toàn thay vì crash.",null fields,
TC_CB_06,getAllFaqsForChatbot - Map thành công,Trả về List ChatbotFaqDto,Trả về List DTO đúng,Passed,Automatic,Antigravity Bot,2026-07-30,Có 1 FAQ,"1. Mock FaqRepository trả về 1 Faq.
2. Gọi getAllFaqsForChatbot.
3. Xác minh DTO trả về chứa topic, keywords, answer chính xác.",,
TC_CB_07,getAllFaqsForChatbot - List rỗng,Trả về empty list,Trả về [],Passed,Automatic,Antigravity Bot,2026-07-30,Không có FAQ,"1. Mock trả về empty list.
2. Gọi hàm.
3. Xác minh kết quả rỗng.",,
TC_CB_08,getChatMemory - Không tìm thấy,"Trả về chuỗi ""[]""","Trả về ""[]""",Passed,Automatic,Antigravity Bot,2026-07-30,ID không có trong DB,"1. Mock findById trả Optional.empty.
2. Gọi getChatMemory.
3. Xác minh chuỗi trả về là ""[]"".",chatId,
TC_CB_09,getChatMemory - Tìm thấy,Trả về chuỗi JSON,Trả về JSON đúng,Passed,Automatic,Antigravity Bot,2026-07-30,ID có trong DB,"1. Mock findById trả ChatMemory chứa historyJson.
2. Gọi getChatMemory.
3. Xác minh chuỗi JSON được trả ra đúng.",chatId,
TC_CB_10,saveChatMemory - Tạo mới,Lưu bản ghi mới,Lưu thành công,Passed,Automatic,Antigravity Bot,2026-07-30,ID không tồn tại,"1. Mock findById trả rỗng.
2. Gọi saveChatMemory.
3. Bắt ArgumentCaptor lúc gọi save.
4. Xác minh chatId và json được build đúng cho bản ghi mới.",chatId,
TC_CB_11,saveChatMemory - Cập nhật,Update bản ghi cũ,Cập nhật thành công,Passed,Automatic,Antigravity Bot,2026-07-30,ID đã tồn tại,"1. Mock findById trả ChatMemory cũ.
2. Gọi saveChatMemory.
3. Xác minh object cũ được set lại HistoryJson và save.",chatId,
TC_CB_12,trackOrder - Không tìm thấy,Trả về null,Trả về null,Passed,Automatic,Antigravity Bot,2026-07-30,Sai ID hoặc Phone,"1. Mock findByIdAndPhoneNumber trả rỗng.
2. Gọi trackOrder.
3. Xác minh kết quả null.","id,phone",
TC_CB_13,trackOrder - Tìm thấy,Trả về ChatbotOrderDto,"Trả về đúng DTO, gộp item",Passed,Automatic,Antigravity Bot,2026-07-30,Order có 1 detail,"1. Mock Order có list OrderDetail.
2. Gọi trackOrder.
3. Xác minh DTO map đúng Status, TotalMoney, PaymentMethod.
4. Xác minh list items được gộp thành chuỗi kiểu ""2x Giay Test (Size 42)"".",orderId,
TC_CB_14,trackOrder - Null Status,Trả về UNKNOWN status,Trả về UNKNOWN,Passed,Automatic,Antigravity Bot,2026-07-30,"Order null status, rỗng detail","1. Mock Order null status.
2. Gọi trackOrder.
3. Xác minh status=""UNKNOWN"" và list rỗng.",null status,
TC_CB_15,logInteraction - Lưu ChatLog,Gọi repository save,Save thành công,Passed,Automatic,Antigravity Bot,2026-07-30,Request có dữ liệu,"1. Truyền ChatLogRequest.
2. Gọi logInteraction.
3. Xác minh ChatLog được khởi tạo và lưu với đúng intent, reply.",request,
